year,count_type,estimate,margin_of_error,state
2012,am_indian_native,24136,2598.0,AL
2012,asian,58679,2991.0,AL
2012,hawaiian_islander,1358,671.0,AL
2012,other,52468,6702.0,AL
2012,two_or_more,75847,5611.0,AL
2012,two_or_more_inculding_other,6136,1776.0,AL
2012,total,731449,,AK
2012,two_or_more_exc_other_or_three_plus,55814,4094.0,AK
2012,white,486551,2351.0,AK
2012,black_aa,26207,1482.0,AK
2012,am_indian_native,102582,3525.0,AK
2012,asian,42790,2209.0,AK
2012,hawaiian_islander,8231,982.0,AK
2012,other,6796,1596.0,AK
2012,two_or_more,58292,4084.0,AK
2012,two_or_more_inculding_other,2478,928.0,AK
2012,total,6553255,,AZ
2012,two_or_more_exc_other_or_three_plus,147460,8408.0,AZ
2012,white,5164199,17980.0,AZ
2012,black_aa,286343,6487.0,AZ
2012,am_indian_native,289883,5051.0,AZ
2012,asian,190390,4062.0,AZ
2012,hawaiian_islander,12037,1880.0,AZ
2012,other,420902,17783.0,AZ
2012,two_or_more,189501,9832.0,AZ
2012,two_or_more_inculding_other,42041,5088.0,AZ
2012,total,2949131,,AR
2012,two_or_more_exc_other_or_three_plus,53458,4225.0,AR
2012,white,2307951,5816.0,AR
2012,black_aa,462182,3398.0,AR
2012,am_indian_native,17485,2017.0,AR
2012,asian,39448,1924.0,AR
2012,hawaiian_islander,5221,406.0,AR
2012,other,58865,5169.0,AR
2012,two_or_more,57979,4583.0,AR
2012,two_or_more_inculding_other,4521,1422.0,AR
2012,total,38041430,,CA
2012,two_or_more_exc_other_or_three_plus,1290728,28801.0,CA
2012,white,23628545,58000.0,CA
2012,black_aa,2263723,17267.0,CA
2012,am_indian_native,285342,11914.0,CA
2012,asian,5120354,18065.0,CA
2012,hawaiian_islander,146712,4467.0,CA
2012,other,4912894,55894.0,CA
2012,two_or_more,1683860,31751.0,CA
2012,two_or_more_inculding_other,393132,13434.0,CA
2012,total,5187582,,CO
2012,two_or_more_exc_other_or_three_plus,132993,7339.0,CO
2012,white,4376673,16745.0,CO
2012,black_aa,218292,5494.0,CO
2012,am_indian_native,47949,4392.0,CO
2012,asian,147082,4322.0,CO
2012,hawaiian_islander,5308,1301.0,CO
2012,other,219565,13256.0,CO
2012,two_or_more,172713,8702.0,CO
2012,two_or_more_inculding_other,39720,4516.0,CO
2012,total,3590347,,CT
2012,two_or_more_exc_other_or_three_plus,72848,5801.0,CT
2012,white,2804972,10799.0,CT
2012,black_aa,366350,6418.0,CT
2012,am_indian_native,11627,2463.0,CT
2012,asian,147830,2290.0,CT
2012,hawaiian_islander,2261,1568.0,CT
2012,other,163423,10914.0,CT
2012,two_or_more,93884,5950.0,CT
2012,two_or_more_inculding_other,21036,3723.0,CT
2012,total,917092,,DE
2012,two_or_more_exc_other_or_three_plus,20928,3553.0,DE
2012,white,639294,3995.0,DE
2012,black_aa,196950,2945.0,DE
2012,am_indian_native,2868,621.0,DE
2012,asian,30632,1597.0,DE
2012,hawaiian_islander,144,112.0,DE
2012,other,23251,4014.0,DE
2012,two_or_more,23953,3638.0,DE
2012,two_or_more_inculding_other,3025,1398.0,DE
2012,total,632323,,
2012,two_or_more_exc_other_or_three_plus,13217,2357.0,
2012,white,250657,4014.0,
2012,black_aa,313224,2333.0,
2012,am_indian_native,2258,864.0,
2012,asian,21858,1613.0,
2012,hawaiian_islander,54,90.0,
2012,other,28401,4268.0,
2012,two_or_more,15871,2753.0,
2012,two_or_more_inculding_other,2654,1205.0,
2012,total,19317568,,FL
2012,two_or_more_exc_other_or_three_plus,369907,13672.0,FL
2012,white,14742516,22798.0,FL
2012,black_aa,3105799,17159.0,FL
2012,am_indian_native,51471,4495.0,FL
2012,asian,488052,7850.0,FL
2012,hawaiian_islander,11609,3423.0,FL
2012,other,459361,23271.0,FL
2012,two_or_more,458760,15562.0,FL
2012,two_or_more_inculding_other,88853,7792.0,FL
2012,total,9919945,,GA
2012,two_or_more_exc_other_or_three_plus,175649,12350.0,GA
2012,white,5992846,16084.0,GA
2012,black_aa,3063367,11970.0,GA
2012,am_indian_native,24166,4358.0,GA
2012,asian,337015,6051.0,GA
2012,hawaiian_islander,2882,896.0,GA
2012,other,297813,14511.0,GA
2012,two_or_more,201856,12310.0,GA
2012,two_or_more_inculding_other,26207,4169.0,GA
2012,total,1392313,,HI
2012,two_or_more_exc_other_or_three_plus,312573,12565.0,HI
2012,white,347252,2786.0,HI
2012,black_aa,25613,1698.0,HI
2012,am_indian_native,3153,797.0,HI
2012,asian,531663,10568.0,HI
2012,hawaiian_islander,145408,5729.0,HI
2012,other,15499,2568.0,HI
2012,two_or_more,323725,12485.0,HI
2012,two_or_more_inculding_other,11152,2637.0,HI
2012,total,1595728,,ID
2012,two_or_more_exc_other_or_three_plus,36420,3761.0,ID
2012,white,1458371,6843.0,ID
2012,black_aa,8759,1444.0,ID
2012,am_indian_native,20764,1963.0,ID
2012,asian,20613,2789.0,ID
2012,hawaiian_islander,1686,614.0,ID
2012,other,46011,6380.0,ID
2012,two_or_more,39524,3855.0,ID
2012,two_or_more_inculding_other,3104,1246.0,ID
2012,total,12875255,,IL
2012,two_or_more_exc_other_or_three_plus,225442,9948.0,IL
2012,white,9358637,24157.0,IL
2012,black_aa,1853436,9027.0,IL
2012,am_indian_native,26814,3838.0,IL
2012,asian,617924,6059.0,IL
2012,hawaiian_islander,4231,1586.0,IL
2012,other,731378,24796.0,IL
2012,two_or_more,282835,11522.0,IL
2012,two_or_more_inculding_other,57393,5553.0,IL
2012,total,6537334,,IN
2012,two_or_more_exc_other_or_three_plus,123590,7302.0,IN
2012,white,5513003,9610.0,IN
2012,black_aa,598171,6855.0,IN
2012,am_indian_native,16295,1918.0,IN
2012,asian,107736,3733.0,IN
2012,hawaiian_islander,2824,1681.0,IN
2012,other,157490,9515.0,IN
2012,two_or_more,141815,7369.0,IN
2012,two_or_more_inculding_other,18225,2671.0,IN
2012,total,3074186,,IA
2012,two_or_more_exc_other_or_three_plus,54064,4518.0,IA
2012,white,2817947,5797.0,IA
2012,black_aa,91660,3711.0,IA
2012,am_indian_native,8153,1445.0,IA
2012,asian,56519,2205.0,IA
2012,hawaiian_islander,2260,754.0,IA
2012,other,37670,4870.0,IA
2012,two_or_more,59977,4965.0,IA
2012,two_or_more_inculding_other,5913,1645.0,IA
2012,total,2885905,,KS
2012,two_or_more_exc_other_or_three_plus,81448,5267.0,KS
2012,white,2468884,7141.0,KS
2012,black_aa,167414,4128.0,KS
2012,am_indian_native,26087,2761.0,KS
2012,asian,71821,2664.0,KS
2012,hawaiian_islander,2263,1453.0,KS
2012,other,57943,7162.0,KS
2012,two_or_more,91493,6249.0,KS
2012,two_or_more_inculding_other,10045,2175.0,KS
2012,total,4380415,,KY
2012,two_or_more_exc_other_or_three_plus,79773,5989.0,KY
2012,white,3844617,5968.0,KY
2012,black_aa,344584,6354.0,KY
2012,am_indian_native,8141,1423.0,KY
2012,asian,55397,3007.0,KY
2012,hawaiian_islander,2149,1098.0,KY
2012,other,38316,5055.0,KY
2012,two_or_more,87211,6226.0,KY
2012,two_or_more_inculding_other,7438,1693.0,KY
2012,total,4601893,,LA
2012,two_or_more_exc_other_or_three_plus,71644,6082.0,LA
2012,white,2891506,6690.0,LA
2012,black_aa,1483239,6017.0,LA
2012,am_indian_native,25551,2421.0,LA
2012,asian,72216,2464.0,LA
2012,hawaiian_islander,2209,1073.0,LA
2012,other,48697,6896.0,LA
2012,two_or_more,78475,6207.0,LA
2012,two_or_more_inculding_other,6831,1587.0,LA
2012,total,1329192,,ME
2012,two_or_more_exc_other_or_three_plus,24897,2383.0,ME
2012,white,1264328,1246.0,ME
2012,black_aa,13614,1648.0,ME
2012,am_indian_native,8066,1074.0,ME
2012,asian,14414,1392.0,ME
2012,hawaiian_islander,156,139.0,ME
2012,other,2509,768.0,ME
2012,two_or_more,26105,2308.0,ME
2012,two_or_more_inculding_other,1208,548.0,ME
2012,total,5884563,,MD
2012,two_or_more_exc_other_or_three_plus,160747,8668.0,MD
2012,white,3417690,12404.0,MD
2012,black_aa,1720936,7404.0,MD
2012,am_indian_native,17171,2528.0,MD
2012,asian,339527,4265.0,MD
2012,hawaiian_islander,2637,1113.0,MD
2012,other,202979,13193.0,MD
2012,two_or_more,183623,9129.0,MD
2012,two_or_more_inculding_other,22876,3429.0,MD
2012,total,6646144,,MA
2012,two_or_more_exc_other_or_three_plus,148460,7603.0,MA
2012,white,5323896,12317.0,MA
2012,black_aa,473527,7935.0,MA
2012,am_indian_native,13230,2280.0,MA
2012,asian,381262,3962.0,MA
2012,hawaiian_islander,900,612.0,MA
2012,other,269542,11807.0,MA
2012,two_or_more,183787,8728.0,MA
2012,two_or_more_inculding_other,35327,4607.0,MA
2012,total,9883360,,MI
2012,two_or_more_exc_other_or_three_plus,228627,9352.0,MI
2012,white,7840426,8758.0,MI
2012,black_aa,1388360,7531.0,MI
2012,am_indian_native,56356,3027.0,MI
2012,asian,248093,4128.0,MI
2012,hawaiian_islander,1829,680.0,MI
2012,other,93952,7702.0,MI
2012,two_or_more,254344,9914.0,MI
2012,two_or_more_inculding_other,25717,2533.0,MI
2012,total,5379139,,MN
2012,two_or_more_exc_other_or_three_plus,125531,7020.0,MN
2012,white,4596694,6789.0,MN
2012,black_aa,287165,5702.0,MN
2012,am_indian_native,56230,2170.0,MN
2012,asian,226902,3537.0,MN
2012,hawaiian_islander,2336,1001.0,MN
2012,other,73363,6581.0,MN
2012,two_or_more,136449,7404.0,MN
2012,two_or_more_inculding_other,10918,2010.0,MN
2012,total,2984926,,MS
2012,two_or_more_exc_other_or_three_plus,31087,3379.0,MS
2012,white,1768736,4408.0,MS
2012,black_aa,1123620,5037.0,MS
2012,am_indian_native,12591,1367.0,MS
2012,asian,23923,2452.0,MS
2012,hawaiian_islander,399,306.0,MS
2012,other,22805,4018.0,MS
2012,two_or_more,32852,3494.0,MS
2012,two_or_more_inculding_other,1765,755.0,MS
2012,total,6021988,,MO
2012,two_or_more_exc_other_or_three_plus,128476,6279.0,MO
2012,white,4981999,6489.0,MO
2012,black_aa,691631,5818.0,MO
2012,am_indian_native,28000,2718.0,MO
2012,asian,102180,3291.0,MO
2012,hawaiian_islander,4480,1370.0,MO
2012,other,70872,6403.0,MO
2012,two_or_more,142826,6904.0,MO
2012,two_or_more_inculding_other,14350,3135.0,MO
2012,total,1005141,,MT
2012,two_or_more_exc_other_or_three_plus,24382,2388.0,MT
2012,white,896467,1819.0,MT
2012,black_aa,3605,1071.0,MT
2012,am_indian_native,65148,2263.0,MT
2012,asian,6442,1141.0,MT
2012,hawaiian_islander,1183,786.0,MT
2012,other,6526,1447.0,MT
2012,two_or_more,25770,2632.0,MT
2012,two_or_more_inculding_other,1388,741.0,MT
2012,total,1855525,,NE
2012,two_or_more_exc_other_or_three_plus,35082,3717.0,NE
2012,white,1634952,5242.0,NE
2012,black_aa,85483,3465.0,NE
2012,am_indian_native,15818,1796.0,NE
2012,asian,36670,1809.0,NE
2012,hawaiian_islander,1227,1206.0,NE
2012,other,42754,4948.0,NE
2012,two_or_more,38621,3717.0,NE
2012,two_or_more_inculding_other,3539,986.0,NE
2012,total,2758931,,NV
2012,two_or_more_exc_other_or_three_plus,95164,6780.0,NV
2012,white,1922203,12400.0,NV
2012,black_aa,227696,4251.0,NV
2012,am_indian_native,31415,2513.0,NV
2012,asian,207736,5128.0,NV
2012,hawaiian_islander,18441,1715.0,NV
2012,other,236992,12600.0,NV
2012,two_or_more,114448,7240.0,NV
2012,two_or_more_inculding_other,19284,3133.0,NV
2012,total,1320718,,NH
2012,two_or_more_exc_other_or_three_plus,21834,2590.0,NH
2012,white,1241905,2511.0,NH
2012,black_aa,16515,2631.0,NH
2012,am_indian_native,2321,756.0,NH
2012,asian,29743,1915.0,NH
2012,hawaiian_islander,191,193.0,NH
2012,other,5827,1656.0,NH
2012,two_or_more,24216,2909.0,NH
2012,two_or_more_inculding_other,2382,1157.0,NH
2012,total,8864590,,NJ
2012,two_or_more_exc_other_or_three_plus,166479,10925.0,NJ
2012,white,6111675,20981.0,NJ
2012,black_aa,1207688,10732.0,NJ
2012,am_indian_native,21574,3456.0,NJ
2012,asian,775176,5882.0,NJ
2012,hawaiian_islander,2606,1623.0,NJ
2012,other,523067,19197.0,NJ
2012,two_or_more,222804,11528.0,NJ
2012,two_or_more_inculding_other,56325,5116.0,NJ
2012,total,2085538,,NM
2012,two_or_more_exc_other_or_three_plus,40884,4738.0,NM
2012,white,1499853,13369.0,NM
2012,black_aa,42843,2442.0,NM
2012,am_indian_native,192903,3241.0,NM
2012,asian,27714,1774.0,NM
2012,hawaiian_islander,1431,707.0,NM
2012,other,255095,13686.0,NM
2012,two_or_more,65699,5452.0,NM
2012,two_or_more_inculding_other,24815,3388.0,NM
2012,total,19570261,,NY
2012,two_or_more_exc_other_or_three_plus,376878,12320.0,NY
2012,white,12767396,31188.0,NY
2012,black_aa,3046610,15504.0,NY
2012,am_indian_native,73392,5772.0,NY
2012,asian,1498346,8087.0,NY
2012,hawaiian_islander,7456,2870.0,NY
2012,other,1644049,29249.0,NY
2012,two_or_more,533012,16272.0,NY
2012,two_or_more_inculding_other,156134,9565.0,NY
2012,total,9752073,,NC
2012,two_or_more_exc_other_or_three_plus,194144,9174.0,NC
2012,white,6817441,17870.0,NC
2012,black_aa,2107908,10420.0,NC
2012,am_indian_native,113280,3635.0,NC
2012,asian,227727,4278.0,NC
2012,hawaiian_islander,5568,2118.0,NC
2012,other,255939,15642.0,NC
2012,two_or_more,224210,10676.0,NC
2012,two_or_more_inculding_other,30066,4578.0,NC
2012,total,699628,,ND
2012,two_or_more_exc_other_or_three_plus,12612,2120.0,ND
2012,white,626192,1217.0,ND
2012,black_aa,10202,1652.0,ND
2012,am_indian_native,37301,1767.0,ND
2012,asian,6737,846.0,ND
2012,hawaiian_islander,1190,1072.0,ND
2012,other,3916,1115.0,ND
2012,two_or_more,14090,2192.0,ND
2012,two_or_more_inculding_other,1478,809.0,ND
2012,total,11544225,,OH
2012,two_or_more_exc_other_or_three_plus,242278,9659.0,OH
2012,white,9547022,7437.0,OH
2012,black_aa,1413110,9120.0,OH
2012,am_indian_native,21692,2168.0,OH
2012,asian,200878,4341.0,OH
2012,hawaiian_islander,4101,1494.0,OH
2012,other,91448,6750.0,OH
2012,two_or_more,265974,10063.0,OH
2012,two_or_more_inculding_other,23696,2626.0,OH
2012,total,3814820,,OK
2012,two_or_more_exc_other_or_three_plus,281904,8404.0,OK
2012,white,2805612,8499.0,OK
2012,black_aa,272820,4079.0,OK
2012,am_indian_native,278028,6128.0,OK
2012,asian,70527,2386.0,OK
2012,hawaiian_islander,3925,504.0,OK
2012,other,89408,6788.0,OK
2012,two_or_more,294500,8492.0,OK
2012,two_or_more_inculding_other,12596,1758.0,OK
2012,total,3899353,,OR
2012,two_or_more_exc_other_or_three_plus,140121,6741.0,OR
2012,white,3321591,11013.0,OR
2012,black_aa,69719,3737.0,OR
2012,am_indian_native,47066,4202.0,OR
2012,asian,149455,4172.0,OR
2012,hawaiian_islander,16415,2030.0,OR
2012,other,138756,10034.0,OR
2012,two_or_more,156351,7736.0,OR
2012,two_or_more_inculding_other,16230,3513.0,OR
2012,total,12763536,,PA
2012,two_or_more_exc_other_or_three_plus,226409,11092.0,PA
2012,white,10456819,12163.0,PA
2012,black_aa,1400003,11914.0,PA
2012,am_indian_native,21310,2890.0,PA
2012,asian,368996,5227.0,PA
2012,hawaiian_islander,7135,3790.0,PA
2012,other,245676,11949.0,PA
2012,two_or_more,263597,11268.0,PA
2012,two_or_more_inculding_other,37188,4268.0,PA
2012,total,1050292,,RI
2012,two_or_more_exc_other_or_three_plus,23166,2719.0,RI
2012,white,857897,6212.0,RI
2012,black_aa,67840,4989.0,RI
2012,am_indian_native,4809,1277.0,RI
2012,asian,33814,1441.0,RI
2012,hawaiian_islander,201,203.0,RI
2012,other,56524,5934.0,RI
2012,two_or_more,29207,2898.0,RI
2012,two_or_more_inculding_other,6041,1373.0,RI
2012,total,4723723,,SC
2012,two_or_more_exc_other_or_three_plus,83665,6574.0,SC
2012,white,3165844,8016.0,SC
2012,black_aa,1307087,6873.0,SC
2012,am_indian_native,15317,1679.0,SC
2012,asian,59956,2302.0,SC
2012,hawaiian_islander,1738,950.0,SC
2012,other,79046,7125.0,SC
2012,two_or_more,94735,6321.0,SC
2012,two_or_more_inculding_other,11070,2455.0,SC
2012,total,833354,,SD
2012,two_or_more_exc_other_or_three_plus,16011,2269.0,SD
2012,white,711562,2706.0,SD
2012,black_aa,13055,1334.0,SD
2012,am_indian_native,73305,2504.0,SD
2012,asian,9537,1227.0,SD
2012,hawaiian_islander,460,404.0,SD
2012,other,7755,1940.0,SD
2012,two_or_more,17680,2662.0,SD
2012,two_or_more_inculding_other,1669,1236.0,SD
2012,total,6456243,,TN
2012,two_or_more_exc_other_or_three_plus,106420,6233.0,TN
2012,white,5036564,9580.0,TN
2012,black_aa,1091759,6706.0,TN
2012,am_indian_native,17594,3153.0,TN
2012,asian,96086,3063.0,TN
2012,hawaiian_islander,2618,781.0,TN
2012,other,93258,9911.0,TN
2012,two_or_more,118364,6767.0,TN
2012,two_or_more_inculding_other,11944,2285.0,TN
2012,total,26059203,,TX
2012,two_or_more_exc_other_or_three_plus,469538,14766.0,TX
2012,white,19546170,48902.0,TX
2012,black_aa,3099425,15541.0,TX
2012,am_indian_native,126041,8463.0,TX
2012,asian,1052002,8660.0,TX
2012,hawaiian_islander,21938,2767.0,TX
2012,other,1599204,48872.0,TX
2012,two_or_more,614423,18874.0,TX
2012,two_or_more_inculding_other,144885,9980.0,TX
2012,total,2855287,,UT
2012,two_or_more_exc_other_or_three_plus,58899,5337.0,UT
2012,white,2514908,10080.0,UT
2012,black_aa,31797,3012.0,UT
2012,am_indian_native,31448,2746.0,UT
2012,asian,62575,2843.0,UT
2012,hawaiian_islander,25765,2742.0,UT
2012,other,119195,9169.0,UT
2012,two_or_more,69599,5864.0,UT
2012,two_or_more_inculding_other,10700,2045.0,UT
2012,total,626011,,VT
2012,two_or_more_exc_other_or_three_plus,11854,1151.0,VT
2012,white,595252,736.0,VT
2012,black_aa,6411,776.0,VT
2012,am_indian_native,2165,670.0,VT
2012,asian,8234,770.0,VT
2012,hawaiian_islander,0,143.0,VT
2012,other,1349,566.0,VT
2012,two_or_more,12600,1181.0,VT
2012,two_or_more_inculding_other,746,298.0,VT
2012,total,8185867,,VA
2012,two_or_more_exc_other_or_three_plus,230328,10514.0,VA
2012,white,5661067,12880.0,VA
2012,black_aa,1576258,9466.0,VA
2012,am_indian_native,23022,3007.0,VA
2012,asian,469669,6255.0,VA
2012,hawaiian_islander,5008,1689.0,VA
2012,other,187150,12235.0,VA
2012,two_or_more,263693,11484.0,VA
2012,two_or_more_inculding_other,33365,4998.0,VA
2012,total,6897012,,WA
2012,two_or_more_exc_other_or_three_plus,309148,11227.0,WA
2012,white,5402912,12547.0,WA
2012,black_aa,248631,6701.0,WA
2012,am_indian_native,95015,4437.0,WA
2012,asian,509565,6656.0,WA
2012,hawaiian_islander,41156,2910.0,WA
2012,other,255271,11767.0,WA
2012,two_or_more,344462,11290.0,WA
2012,two_or_more_inculding_other,35314,4689.0,WA
2012,total,1855413,,WV
2012,two_or_more_exc_other_or_three_plus,34630,3359.0,WV
2012,white,1738148,2503.0,WV
2012,black_aa,61306,3320.0,WV
2012,am_indian_native,2636,836.0,WV
2012,asian,12173,1232.0,WV
2012,hawaiian_islander,717,669.0,WV
2012,other,4404,1681.0,WV
2012,two_or_more,36029,3474.0,WV
2012,two_or_more_inculding_other,1399,629.0,WV
2012,total,5726398,,WI
2012,two_or_more_exc_other_or_three_plus,99075,5923.0,WI
2012,white,4967566,9048.0,WI
2012,black_aa,359317,4802.0,WI
2012,am_indian_native,52161,2611.0,WI
2012,asian,135815,3419.0,WI
2012,hawaiian_islander,1066,525.0,WI
2012,other,96143,8869.0,WI
2012,two_or_more,114330,6266.0,WI
2012,two_or_more_inculding_other,15255,2553.0,WI
2012,total,576412,,WY
2012,two_or_more_exc_other_or_three_plus,15929,2135.0,WY
2012,white,523798,2887.0,WY
2012,black_aa,5720,1395.0,WY
2012,am_indian_native,12375,1899.0,WY
2012,asian,5637,1103.0,WY
2012,hawaiian_islander,78,85.0,WY
2012,other,11161,2503.0,WY
2012,two_or_more,17643,2317.0,WY
2012,two_or_more_inculding_other,1714,1022.0,WY
2013,total,4833722,,AL
2013,two_or_more_exc_other_or_three_plus,73024,6537.0,AL
2013,white,3330478,7452.0,AL
2013,black_aa,1284102,5822.0,AL
2013,am_indian_native,22459,2783.0,AL
2013,asian,58624,3007.0,AL
2013,hawaiian_islander,1521,852.0,AL
2013,other,54784,6398.0,AL
2013,two_or_more,81754,6685.0,AL
2013,two_or_more_inculding_other,8730,2903.0,AL
2013,total,735132,,AK
2013,two_or_more_exc_other_or_three_plus,54829,4959.0,AK
2013,white,487762,2607.0,AK
2013,black_aa,25077,1949.0,AK
2013,am_indian_native,105310,3347.0,AK
2013,asian,41775,2518.0,AK
2013,hawaiian_islander,8794,1026.0,AK
2013,other,9508,2162.0,AK
2013,two_or_more,56906,5042.0,AK
2013,two_or_more_inculding_other,2077,1149.0,AK
2013,total,6626624,,AZ
2013,two_or_more_exc_other_or_three_plus,169191,10258.0,AZ
2013,white,5233466,20452.0,AZ
2013,black_aa,277973,5853.0,AZ
2013,am_indian_native,288294,6139.0,AZ
2013,asian,191718,5359.0,AZ
2013,hawaiian_islander,12609,1319.0,AZ
2013,other,410756,18564.0,AZ
2013,two_or_more,211808,11630.0,AZ
2013,two_or_more_inculding_other,42617,5460.0,AZ
2013,total,2959373,,AR
2013,two_or_more_exc_other_or_three_plus,59935,4958.0,AR
2013,white,2305726,6481.0,AR
2013,black_aa,463928,4170.0,AR
2013,am_indian_native,17704,2195.0,AR
2013,asian,39210,2372.0,AR
2013,hawaiian_islander,628,537.0,AR
2013,other,66953,6137.0,AR
2013,two_or_more,65224,4906.0,AR
2013,two_or_more_inculding_other,5289,1388.0,AR
2013,total,38332521,,CA
2013,two_or_more_exc_other_or_three_plus,1325879,25267.0,CA
2013,white,23741019,60867.0,CA
2013,black_aa,2269021,12513.0,CA
2013,am_indian_native,278377,12277.0,CA
2013,asian,5210236,17797.0,CA
2013,hawaiian_islander,142782,5004.0,CA
2013,other,4961376,59949.0,CA
2013,two_or_more,1729710,28372.0,CA
2013,two_or_more_inculding_other,403831,17049.0,CA
2013,total,5268367,,CO
2013,two_or_more_exc_other_or_three_plus,153639,8717.0,CO
2013,white,4415852,16310.0,CO
2013,black_aa,209555,5662.0,CO
2013,am_indian_native,43613,4460.0,CO
2013,asian,150852,3675.0,CO
2013,hawaiian_islander,8315,1623.0,CO
2013,other,251148,13750.0,CO
2013,two_or_more,189032,9967.0,CO
2013,two_or_more_inculding_other,35393,3729.0,CO
2013,total,3596080,,CT
2013,two_or_more_exc_other_or_three_plus,77680,5559.0,CT
2013,white,2778681,12024.0,CT
2013,black_aa,370998,6001.0,CT
2013,am_indian_native,8018,2149.0,CT
2013,asian,147570,3638.0,CT
2013,hawaiian_islander,545,469.0,CT
2013,other,185341,11698.0,CT
2013,two_or_more,104927,7874.0,CT
2013,two_or_more_inculding_other,27247,4765.0,CT
2013,total,925749,,DE
2013,two_or_more_exc_other_or_three_plus,23532,3917.0,DE
2013,white,637606,5016.0,DE
2013,black_aa,200249,4547.0,DE
2013,am_indian_native,3955,989.0,DE
2013,asian,33639,1165.0,DE
2013,hawaiian_islander,841,508.0,DE
2013,other,23029,4146.0,DE
2013,two_or_more,26430,4367.0,DE
2013,two_or_more_inculding_other,2898,1619.0,DE
2013,total,646449,,
2013,two_or_more_exc_other_or_three_plus,17398,3185.0,
2013,white,264080,4748.0,
2013,black_aa,315504,3335.0,
2013,am_indian_native,1272,709.0,
2013,asian,22963,1409.0,
2013,hawaiian_islander,104,120.0,
2013,other,21681,4483.0,
2013,two_or_more,20845,3333.0,
2013,two_or_more_inculding_other,3447,1466.0,
2013,total,19552860,,FL
2013,two_or_more_exc_other_or_three_plus,375367,15506.0,FL
2013,white,14897782,23979.0,FL
2013,black_aa,3141552,17438.0,FL
2013,am_indian_native,50379,4604.0,FL
2013,asian,509588,6878.0,FL
2013,hawaiian_islander,8241,2264.0,FL
2013,other,486005,23054.0,FL
2013,two_or_more,459313,17451.0,FL
2013,two_or_more_inculding_other,83946,8113.0,FL
2013,total,9992167,,GA
2013,two_or_more_exc_other_or_three_plus,179198,10348.0,GA
2013,white,6035159,18488.0,GA
2013,black_aa,3095976,12306.0,GA
2013,am_indian_native,21692,3374.0,GA
2013,asian,355900,5458.0,GA
2013,hawaiian_islander,3639,1008.0,GA
2013,other,268958,18378.0,GA
2013,two_or_more,210843,11689.0,GA
2013,two_or_more_inculding_other,31645,4722.0,GA
2013,total,1404054,,HI
2013,two_or_more_exc_other_or_three_plus,317139,11901.0,HI
2013,white,358977,4749.0,HI
2013,black_aa,30306,2164.0,HI
2013,am_indian_native,2272,715.0,HI
2013,asian,531218,10881.0,HI
2013,hawaiian_islander,137256,5756.0,HI
2013,other,14008,2791.0,HI
2013,two_or_more,330017,11789.0,HI
2013,two_or_more_inculding_other,12878,2464.0,HI
2013,total,1612136,,ID
2013,two_or_more_exc_other_or_three_plus,32429,3895.0,ID
2013,white,1475631,6127.0,ID
2013,black_aa,9097,1768.0,ID
2013,am_indian_native,19800,2091.0,ID
2013,asian,24845,1855.0,ID
2013,hawaiian_islander,1818,810.0,ID
2013,other,42199,6180.0,ID
2013,two_or_more,38746,4231.0,ID
2013,two_or_more_inculding_other,6317,2036.0,ID
2013,total,12882135,,IL
2013,two_or_more_exc_other_or_three_plus,234616,8843.0,IL
2013,white,9362416,23316.0,IL
2013,black_aa,1833560,8800.0,IL
2013,am_indian_native,25575,3020.0,IL
2013,asian,635385,4984.0,IL
2013,hawaiian_islander,3660,997.0,IL
2013,other,732177,21563.0,IL
2013,two_or_more,289362,10691.0,IL
2013,two_or_more_inculding_other,54746,6093.0,IL
2013,total,6570902,,IN
2013,two_or_more_exc_other_or_three_plus,124824,5636.0,IN
2013,white,5529595,10040.0,IN
2013,black_aa,603521,7160.0,IN
2013,am_indian_native,14146,1860.0,IN
2013,asian,116856,3681.0,IN
2013,hawaiian_islander,2703,1520.0,IN
2013,other,161230,9713.0,IN
2013,two_or_more,142851,6340.0,IN
2013,two_or_more_inculding_other,18027,3581.0,IN
2013,total,3090416,,IA
2013,two_or_more_exc_other_or_three_plus,45999,4240.0,IA
2013,white,2823908,6654.0,IA
2013,black_aa,102430,3161.0,IA
2013,am_indian_native,7630,1153.0,IA
2013,asian,63431,2349.0,IA
2013,hawaiian_islander,1640,901.0,IA
2013,other,38541,5725.0,IA
2013,two_or_more,52836,4662.0,IA
2013,two_or_more_inculding_other,6837,2036.0,IA
2013,total,2893957,,KS
2013,two_or_more_exc_other_or_three_plus,86175,4920.0,KS
2013,white,2476030,7298.0,KS
2013,black_aa,168246,4206.0,KS
2013,am_indian_native,24238,2688.0,KS
2013,asian,73219,3039.0,KS
2013,hawaiian_islander,1416,631.0,KS
2013,other,55240,6294.0,KS
2013,two_or_more,95568,5350.0,KS
2013,two_or_more_inculding_other,9393,1712.0,KS
2013,total,4395295,,KY
2013,two_or_more_exc_other_or_three_plus,79715,6560.0,KY
2013,white,3854574,4722.0,KY
2013,black_aa,350164,6420.0,KY
2013,am_indian_native,7434,1458.0,KY
2013,asian,53187,2394.0,KY
2013,hawaiian_islander,2130,980.0,KY
2013,other,40077,4275.0,KY
2013,two_or_more,87729,6717.0,KY
2013,two_or_more_inculding_other,8014,2094.0,KY
2013,total,4625470,,LA
2013,two_or_more_exc_other_or_three_plus,70689,5736.0,LA
